text,category
What's the phone number to freeze a card?,Usage Issue
I can't find my card! Can you help?,Usage Issue
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",Usage Issue
Help! I lost my card!,Usage Issue
My card is missing.  Please help.,Usage Issue
I think that my card has been stolen!,Usage Issue
My card was stolen,Usage Issue
A fee shouldn't apply to me if my card was stolen.,Usage Issue
"My card has been stolen. I reported it with the police, but I need to report it with you as well.",Usage Issue
Can you tell me the status of my new card?,Usage Issue
My card has been stolen what do I do?,Usage Issue
"I can't find my card, it is lost.",Usage Issue
My card is lost!  Please help me!,Usage Issue
I believe that my card has been stolen!,Usage Issue
What should I do if I think my card was stolen?,Usage Issue
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,Usage Issue
"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",Usage Issue
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,Usage Issue
I think my card is stolen!,Usage Issue
"Help!  I fear that my card was stolen,",Usage Issue
Someone stole my card!,Usage Issue
Are you able to guide me to my card's location?,Usage Issue
How can I report that my card was stolen? I made a police report first.,Usage Issue
My card is missing!  Help!,Usage Issue
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",Usage Issue
Could you please freeze my card immediately?,Usage Issue
"i need help, i lost my card",Usage Issue
What can I do if I lost my card?,Usage Issue
I think that the card is stolen.  What are my next steps?,Usage Issue
What do I do if my card is stolen?,Usage Issue
My card is stolen.  Help!,Usage Issue
I lost track of my card,Usage Issue
Report stolen card,Usage Issue
Help!  My card is stolen.,Usage Issue
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",Usage Issue
I have lost my card! What is my next step?,Usage Issue
My card has been lost! help!,Usage Issue
What do I do if my card has been lost or stolen?,Usage Issue
Help Me!  I lost my card.  What should I do?,Usage Issue
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,Usage Issue
Who can I speak with regarding a lost card?,Usage Issue
My card has gone missing.,Usage Issue
oh my god I lost my card! what should I do?,Usage Issue
I can't find my card!  What should I do?,Usage Issue
What is the first step that I should take after my card has been stolen?,Usage Issue
I seem to have lost my card.,Usage Issue
My card was stolen. What do I need to do?,Usage Issue
Someone took my card without permission,Usage Issue
I lost my card n need a new one.,Usage Issue
My card has been lost / stolen,Usage Issue
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,Usage Issue
Please help me.  My card is missing.,Usage Issue
"I lost my card, what do I do now?",Usage Issue
I need to order a new card as my other one was stolen.,Usage Issue
I think someone stole my card because I can't find it.,Usage Issue
What are the steps I need to do if I have a stolen card?,Usage Issue
I cant find my card.,Usage Issue
I think my card is lost.  What do I do?,Usage Issue
What should I do if my card is stolen?,Usage Issue
How do I deactivate a stolen card?,Usage Issue
